date,plan_kwh,adjusted_purchase_kwh,adjustment_up_kwh,adjustment_down_kwh,charge_kwh,discharge_kwh,emergency_kwh,spill_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan
2025-06-16,81798.1776139633,81798.1776139633,0.0,0.0,22389.562944872523,18157.92651204427,259.9647246954457,5132.453089163831,51869.56429771178,0.0,1280.8636807136934,53150.427978425476
2025-06-17,83994.15514556841,83994.15514556841,0.0,0.0,21830.76103078553,17951.082748836805,0.0,5477.465646953022,53350.734983115835,0.0,0.0,53350.734983115835
2025-06-18,84770.94088091477,84770.94088091477,0.0,0.0,20112.45104403238,15872.486717625867,0.0,9602.585654508268,53592.07932189307,0.0,0.0,53592.07932189307
2025-06-19,79423.63081609058,79423.63081609058,0.0,0.0,18807.30144930094,15488.961871462672,7.811376041666563,7853.598414293986,50118.92483313037,0.0,52.66039158489514,50171.585224715265
2025-06-20,38426.67598415516,38426.67598415516,0.0,0.0,16215.395729608037,12560.13891886567,0.0,12370.838323412794,23434.032907767174,0.0,0.0,23434.032907767174
2025-06-21,37306.495802793535,37306.495802793535,0.0,0.0,16914.758798490602,13498.046783308895,0.0,14555.04338761183,22193.63922022104,0.0,0.0,22193.63922022104
2025-06-22,76283.14324154111,76283.14324154111,0.0,0.0,19286.497022050215,16415.997967612846,0.0,5955.303087103749,47585.87580613165,0.0,0.0,47585.87580613165
2025-06-23,77658.51110622592,77658.51110622592,0.0,0.0,19881.568445096826,16059.786914401042,0.0,6775.443575530143,49381.060691691186,0.0,0.0,49381.060691691186
2025-06-24,89303.52939371452,89303.52939371452,0.0,0.0,21817.348687587015,17600.351467764754,0.0,8817.739923892266,57228.27733640401,0.0,0.0,57228.27733640401
2025-06-25,79833.53381639703,79833.53381639703,0.0,0.0,19889.261489550638,16108.450531662325,0.0,5615.30149184205,49975.76919652112,0.0,0.0,49975.76919652112
2025-06-26,75962.55276732043,75962.55276732043,0.0,0.0,19287.806231932653,15898.610795824652,0.0,5025.973497879101,48380.19363352743,0.0,0.0,48380.19363352743
2025-06-27,39169.15662839974,39169.15662839974,0.0,0.0,15795.972835070352,12130.357671943144,0.0,15731.89559860586,23478.648420176534,0.0,0.0,23478.648420176534
2025-06-28,36591.45097556349,36591.45097556349,0.0,0.0,16657.63300891696,13553.564489740322,0.0,11710.456339720191,21676.069064672847,0.0,0.0,21676.069064672847
2025-06-29,74465.52431029727,74465.52431029727,0.0,0.0,18364.60290639998,15895.1401288003,411.75697370778977,3140.0499730720544,46649.1775391133,0.0,2872.416648585541,49521.59418769884
2025-06-30,81150.32436947443,81150.32436947443,0.0,0.0,19935.848142905626,15950.220572949262,10.13926398437502,7297.152080169111,51055.196589427054,0.0,68.26766440679701,51123.46425383385
2025-07-01,72258.8852937783,72258.8852937783,0.0,0.0,17028.295133070824,15539.298651369403,8107.593134993441,10.93791373697934,45063.59493298222,0.0,50134.04994814559,95197.64488112781
2025-07-02,76772.49154781357,76772.49154781357,0.0,0.0,21717.156797848293,17237.806120163896,687.5550436295043,75.92954709201422,48696.772759966036,0.0,4084.497938774219,52781.270698740256
2025-07-03,86446.54438555424,86446.54438555424,0.0,0.0,22873.801114727146,18512.07557115738,57.145659351039946,2381.5455680021905,54742.56165315084,0.0,273.108735701544,55015.670388852384
2025-07-04,37507.99289843147,37507.99289843147,0.0,0.0,15756.729909309895,12894.215501860415,3996.37850901801,9760.989533333333,21287.18077826364,0.0,21400.697498252408,42687.87827651604
2025-07-05,44482.87106007899,44482.87106007899,0.0,0.0,16755.25043716082,12982.933440307293,0.0,11920.474096558799,26006.555337326306,0.0,0.0,26006.555337326306
2025-07-06,77473.61674014232,77473.61674014232,0.0,0.0,19677.873236088497,17048.485087834033,5341.414522478467,391.66156436631945,49681.09332407713,0.0,33081.71757889586,82762.81090297298
2025-07-07,83093.31464815635,83093.31464815635,0.0,0.0,22498.568516003732,17272.31114686632,172.7427164062501,4630.317228758516,52322.40821335084,0.0,1164.9222004155606,53487.3304137664
2025-07-08,91847.2707327729,91847.2707327729,0.0,0.0,20900.409318749407,15507.462735499132,6.442362682291787,10889.379495538251,58565.338952691825,0.0,43.3764279398706,58608.7153806317
2025-07-09,91177.27617673889,91177.27617673889,0.0,0.0,18735.534153758897,14962.038018298612,0.0,13345.05502461194,58123.82609640265,0.0,0.0,58123.82609640265
2025-07-10,83223.6290999042,83223.6290999042,0.0,0.0,20244.622780893245,16696.196420572916,0.0,6821.579356250533,53325.47218190846,0.0,0.0,53325.47218190846
2025-07-11,44979.190033285544,44979.190033285544,0.0,0.0,15937.372767664501,13750.877164947962,0.0,10273.917280569005,26941.387667784307,0.0,0.0,26941.387667784307
2025-07-12,46919.58521220981,46919.58521220981,0.0,0.0,16044.290528162395,12754.60126886988,0.0,12545.65261958396,27892.16162604511,0.0,0.0,27892.16162604511
2025-07-13,88016.02965592501,88016.02965592501,0.0,0.0,18910.248993536894,15429.626479612585,31.9607633072917,15299.647505308001,56509.24051341907,0.0,215.20206045696636,56724.44257387603
2025-07-14,85457.72134866276,85457.72134866276,0.0,0.0,19143.020035520884,14881.378209678816,0.0,9388.400306154035,53741.75373017233,0.0,0.0,53741.75373017233
2025-07-15,90358.82905950613,90358.82905950613,0.0,0.0,19329.81592585809,14800.517684101562,0.0,13080.480234416264,57212.30188227624,0.0,0.0,57212.30188227624
2025-07-16,85686.709035471,85686.709035471,0.0,0.0,17585.939382631917,14553.505655620656,0.0,10519.711925126407,55254.39782835063,0.0,0.0,55254.39782835063
