date,weekday,month,holiday_name,is_holiday,is_makeup_workday,is_weekend,is_workday,day_type
2025-02-21,4,2,,False,False,False,True,workday
2025-02-22,5,2,,False,False,True,False,weekend
2025-02-23,6,2,,False,False,True,False,weekend
2025-02-24,0,2,,False,False,False,True,workday
2025-02-25,1,2,,False,False,False,True,workday
2025-02-26,2,2,,False,False,False,True,workday
2025-02-27,3,2,,False,False,False,True,workday
2025-02-28,4,2,,False,False,False,True,workday
2025-03-01,5,3,,False,False,True,False,weekend
2025-03-02,6,3,,False,False,True,False,weekend
2025-03-03,0,3,,False,False,False,True,workday
2025-03-04,1,3,,False,False,False,True,workday
2025-03-05,2,3,,False,False,False,True,workday
2025-03-06,3,3,,False,False,False,True,workday
2025-03-07,4,3,,False,False,False,True,workday
2025-03-08,5,3,,False,False,True,False,weekend
2025-03-09,6,3,,False,False,True,False,weekend
2025-03-10,0,3,,False,False,False,True,workday
2025-03-11,1,3,,False,False,False,True,workday
2025-03-12,2,3,,False,False,False,True,workday
2025-03-13,3,3,,False,False,False,True,workday
2025-03-14,4,3,,False,False,False,True,workday
2025-03-15,5,3,,False,False,True,False,weekend
2025-03-16,6,3,,False,False,True,False,weekend
2025-03-17,0,3,,False,False,False,True,workday
2025-03-18,1,3,,False,False,False,True,workday
2025-03-19,2,3,,False,False,False,True,workday
2025-03-20,3,3,,False,False,False,True,workday
2025-03-21,4,3,,False,False,False,True,workday
2025-03-22,5,3,,False,False,True,False,weekend
2025-03-23,6,3,,False,False,True,False,weekend
2025-03-24,0,3,,False,False,False,True,workday
2025-03-25,1,3,,False,False,False,True,workday
2025-03-26,2,3,,False,False,False,True,workday
2025-03-27,3,3,,False,False,False,True,workday
2025-03-28,4,3,,False,False,False,True,workday
2025-03-29,5,3,,False,False,True,False,weekend
2025-03-30,6,3,,False,False,True,False,weekend
2025-03-31,0,3,,False,False,False,True,workday
2025-04-01,1,4,,False,False,False,True,workday
2025-04-02,2,4,,False,False,False,True,workday
2025-04-03,3,4,,False,False,False,True,workday
2025-04-04,4,4,清明节,True,False,False,False,holiday
2025-04-05,5,4,清明节,True,False,True,False,holiday
2025-04-06,6,4,清明节,True,False,True,False,holiday
2025-04-07,0,4,,False,False,False,True,workday
2025-04-08,1,4,,False,False,False,True,workday
2025-04-09,2,4,,False,False,False,True,workday
2025-04-10,3,4,,False,False,False,True,workday
2025-04-11,4,4,,False,False,False,True,workday
2025-04-12,5,4,,False,False,True,False,weekend
2025-04-13,6,4,,False,False,True,False,weekend
2025-04-14,0,4,,False,False,False,True,workday
2025-04-15,1,4,,False,False,False,True,workday
2025-04-16,2,4,,False,False,False,True,workday
2025-04-17,3,4,,False,False,False,True,workday
2025-04-18,4,4,,False,False,False,True,workday
2025-04-19,5,4,,False,False,True,False,weekend
2025-04-20,6,4,,False,False,True,False,weekend
2025-04-21,0,4,,False,False,False,True,workday
2025-04-22,1,4,,False,False,False,True,workday
2025-04-23,2,4,,False,False,False,True,workday
2025-04-24,3,4,,False,False,False,True,workday
2025-04-25,4,4,,False,False,False,True,workday
2025-04-26,5,4,,False,False,True,False,weekend
2025-04-27,6,4,,False,True,True,True,makeup_workday
2025-04-28,0,4,,False,False,False,True,workday
2025-04-29,1,4,,False,False,False,True,workday
2025-04-30,2,4,,False,False,False,True,workday
2025-05-01,3,5,劳动节,True,False,False,False,holiday
2025-05-02,4,5,劳动节,True,False,False,False,holiday
2025-05-03,5,5,劳动节,True,False,True,False,holiday
2025-05-04,6,5,劳动节,True,False,True,False,holiday
2025-05-05,0,5,劳动节,True,False,False,False,holiday
2025-05-06,1,5,,False,False,False,True,workday
2025-05-07,2,5,,False,False,False,True,workday
2025-05-08,3,5,,False,False,False,True,workday
2025-05-09,4,5,,False,False,False,True,workday
2025-05-10,5,5,,False,False,True,False,weekend
2025-05-11,6,5,,False,False,True,False,weekend
2025-05-12,0,5,,False,False,False,True,workday
2025-05-13,1,5,,False,False,False,True,workday
2025-05-14,2,5,,False,False,False,True,workday
2025-05-15,3,5,,False,False,False,True,workday
2025-05-16,4,5,,False,False,False,True,workday
2025-05-17,5,5,,False,False,True,False,weekend
2025-05-18,6,5,,False,False,True,False,weekend
2025-05-19,0,5,,False,False,False,True,workday
2025-05-20,1,5,,False,False,False,True,workday
2025-05-21,2,5,,False,False,False,True,workday
2025-05-22,3,5,,False,False,False,True,workday
2025-05-23,4,5,,False,False,False,True,workday
2025-05-24,5,5,,False,False,True,False,weekend
2025-05-25,6,5,,False,False,True,False,weekend
2025-05-26,0,5,,False,False,False,True,workday
2025-05-27,1,5,,False,False,False,True,workday
2025-05-28,2,5,,False,False,False,True,workday
2025-05-29,3,5,,False,False,False,True,workday
2025-05-30,4,5,,False,False,False,True,workday
2025-05-31,5,5,端午节,True,False,True,False,holiday
2025-06-01,6,6,端午节,True,False,True,False,holiday
2025-06-02,0,6,端午节,True,False,False,False,holiday
2025-06-03,1,6,,False,False,False,True,workday
2025-06-04,2,6,,False,False,False,True,workday
2025-06-05,3,6,,False,False,False,True,workday
2025-06-06,4,6,,False,False,False,True,workday
2025-06-07,5,6,,False,False,True,False,weekend
2025-06-08,6,6,,False,False,True,False,weekend
2025-06-09,0,6,,False,False,False,True,workday
2025-06-10,1,6,,False,False,False,True,workday
2025-06-11,2,6,,False,False,False,True,workday
2025-06-12,3,6,,False,False,False,True,workday
2025-06-13,4,6,,False,False,False,True,workday
2025-06-14,5,6,,False,False,True,False,weekend
2025-06-15,6,6,,False,False,True,False,weekend
2025-06-16,0,6,,False,False,False,True,workday
2025-06-17,1,6,,False,False,False,True,workday
2025-06-18,2,6,,False,False,False,True,workday
2025-06-19,3,6,,False,False,False,True,workday
2025-06-20,4,6,,False,False,False,True,workday
2025-06-21,5,6,,False,False,True,False,weekend
2025-06-22,6,6,,False,False,True,False,weekend
2025-06-23,0,6,,False,False,False,True,workday
2025-06-24,1,6,,False,False,False,True,workday
2025-06-25,2,6,,False,False,False,True,workday
2025-06-26,3,6,,False,False,False,True,workday
2025-06-27,4,6,,False,False,False,True,workday
2025-06-28,5,6,,False,False,True,False,weekend
2025-06-29,6,6,,False,False,True,False,weekend
2025-06-30,0,6,,False,False,False,True,workday
2025-07-01,1,7,,False,False,False,True,workday
2025-07-02,2,7,,False,False,False,True,workday
2025-07-03,3,7,,False,False,False,True,workday
2025-07-04,4,7,,False,False,False,True,workday
2025-07-05,5,7,,False,False,True,False,weekend
2025-07-06,6,7,,False,False,True,False,weekend
2025-07-07,0,7,,False,False,False,True,workday
2025-07-08,1,7,,False,False,False,True,workday
2025-07-09,2,7,,False,False,False,True,workday
2025-07-10,3,7,,False,False,False,True,workday
2025-07-11,4,7,,False,False,False,True,workday
2025-07-12,5,7,,False,False,True,False,weekend
2025-07-13,6,7,,False,False,True,False,weekend
2025-07-14,0,7,,False,False,False,True,workday
2025-07-15,1,7,,False,False,False,True,workday
2025-07-16,2,7,,False,False,False,True,workday
2025-07-17,3,7,,False,False,False,True,workday
2025-07-18,4,7,,False,False,False,True,workday
2025-07-19,5,7,,False,False,True,False,weekend
2025-07-20,6,7,,False,False,True,False,weekend
2025-07-21,0,7,,False,False,False,True,workday
2025-07-22,1,7,,False,False,False,True,workday
2025-07-23,2,7,,False,False,False,True,workday
2025-07-24,3,7,,False,False,False,True,workday
2025-07-25,4,7,,False,False,False,True,workday
2025-07-26,5,7,,False,False,True,False,weekend
2025-07-27,6,7,,False,False,True,False,weekend
2025-07-28,0,7,,False,False,False,True,workday
2025-07-29,1,7,,False,False,False,True,workday
2025-07-30,2,7,,False,False,False,True,workday
2025-07-31,3,7,,False,False,False,True,workday
2025-08-01,4,8,,False,False,False,True,workday
2025-08-02,5,8,,False,False,True,False,weekend
2025-08-03,6,8,,False,False,True,False,weekend
2025-08-04,0,8,,False,False,False,True,workday
2025-08-05,1,8,,False,False,False,True,workday
2025-08-06,2,8,,False,False,False,True,workday
2025-08-07,3,8,,False,False,False,True,workday
2025-08-08,4,8,,False,False,False,True,workday
2025-08-09,5,8,,False,False,True,False,weekend
2025-08-10,6,8,,False,False,True,False,weekend
2025-08-11,0,8,,False,False,False,True,workday
2025-08-12,1,8,,False,False,False,True,workday
2025-08-13,2,8,,False,False,False,True,workday
2025-08-14,3,8,,False,False,False,True,workday
2025-08-15,4,8,,False,False,False,True,workday
2025-08-16,5,8,,False,False,True,False,weekend
2025-08-17,6,8,,False,False,True,False,weekend
2025-08-18,0,8,,False,False,False,True,workday
2025-08-19,1,8,,False,False,False,True,workday
2025-08-20,2,8,,False,False,False,True,workday
2025-08-21,3,8,,False,False,False,True,workday
2025-08-22,4,8,,False,False,False,True,workday
2025-08-23,5,8,,False,False,True,False,weekend
2025-08-24,6,8,,False,False,True,False,weekend
2025-08-25,0,8,,False,False,False,True,workday
2025-08-26,1,8,,False,False,False,True,workday
2025-08-27,2,8,,False,False,False,True,workday
2025-08-28,3,8,,False,False,False,True,workday
2025-08-29,4,8,,False,False,False,True,workday
2025-08-30,5,8,,False,False,True,False,weekend
2025-08-31,6,8,,False,False,True,False,weekend
2025-09-01,0,9,,False,False,False,True,workday
2025-09-02,1,9,,False,False,False,True,workday
2025-09-03,2,9,,False,False,False,True,workday
2025-09-04,3,9,,False,False,False,True,workday
2025-09-05,4,9,,False,False,False,True,workday
2025-09-06,5,9,,False,False,True,False,weekend
2025-09-07,6,9,,False,False,True,False,weekend
2025-09-08,0,9,,False,False,False,True,workday
2025-09-09,1,9,,False,False,False,True,workday
2025-09-10,2,9,,False,False,False,True,workday
2025-09-11,3,9,,False,False,False,True,workday
2025-09-12,4,9,,False,False,False,True,workday
2025-09-13,5,9,,False,False,True,False,weekend
2025-09-14,6,9,,False,False,True,False,weekend
2025-09-15,0,9,,False,False,False,True,workday
2025-09-16,1,9,,False,False,False,True,workday
2025-09-17,2,9,,False,False,False,True,workday
2025-09-18,3,9,,False,False,False,True,workday
2025-09-19,4,9,,False,False,False,True,workday
2025-09-20,5,9,,False,False,True,False,weekend
2025-09-21,6,9,,False,False,True,False,weekend
2025-09-22,0,9,,False,False,False,True,workday
2025-09-23,1,9,,False,False,False,True,workday
2025-09-24,2,9,,False,False,False,True,workday
2025-09-25,3,9,,False,False,False,True,workday
2025-09-26,4,9,,False,False,False,True,workday
2025-09-27,5,9,,False,False,True,False,weekend
2025-09-28,6,9,,False,True,True,True,makeup_workday
2025-09-29,0,9,,False,False,False,True,workday
2025-09-30,1,9,,False,False,False,True,workday
2025-10-01,2,10,国庆中秋,True,False,False,False,holiday
2025-10-02,3,10,国庆中秋,True,False,False,False,holiday
2025-10-03,4,10,国庆中秋,True,False,False,False,holiday
2025-10-04,5,10,国庆中秋,True,False,True,False,holiday
2025-10-05,6,10,国庆中秋,True,False,True,False,holiday
2025-10-06,0,10,国庆中秋,True,False,False,False,holiday
2025-10-07,1,10,国庆中秋,True,False,False,False,holiday
2025-10-08,2,10,国庆中秋,True,False,False,False,holiday
2025-10-09,3,10,,False,False,False,True,workday
2025-10-10,4,10,,False,False,False,True,workday
2025-10-11,5,10,,False,True,True,True,makeup_workday
2025-10-12,6,10,,False,False,True,False,weekend
2025-10-13,0,10,,False,False,False,True,workday
2025-10-14,1,10,,False,False,False,True,workday
2025-10-15,2,10,,False,False,False,True,workday
2025-10-16,3,10,,False,False,False,True,workday
2025-10-17,4,10,,False,False,False,True,workday
2025-10-18,5,10,,False,False,True,False,weekend
2025-10-19,6,10,,False,False,True,False,weekend
2025-10-20,0,10,,False,False,False,True,workday
2025-10-21,1,10,,False,False,False,True,workday
2025-10-22,2,10,,False,False,False,True,workday
2025-10-23,3,10,,False,False,False,True,workday
2025-10-24,4,10,,False,False,False,True,workday
2025-10-25,5,10,,False,False,True,False,weekend
2025-10-26,6,10,,False,False,True,False,weekend
2025-10-27,0,10,,False,False,False,True,workday
2025-10-28,1,10,,False,False,False,True,workday
2025-10-29,2,10,,False,False,False,True,workday
2025-10-30,3,10,,False,False,False,True,workday
2025-10-31,4,10,,False,False,False,True,workday
2025-11-01,5,11,,False,False,True,False,weekend
2025-11-02,6,11,,False,False,True,False,weekend
2025-11-03,0,11,,False,False,False,True,workday
2025-11-04,1,11,,False,False,False,True,workday
2025-11-05,2,11,,False,False,False,True,workday
2025-11-06,3,11,,False,False,False,True,workday
2025-11-07,4,11,,False,False,False,True,workday
2025-11-08,5,11,,False,False,True,False,weekend
2025-11-09,6,11,,False,False,True,False,weekend
2025-11-10,0,11,,False,False,False,True,workday
2025-11-11,1,11,,False,False,False,True,workday
2025-11-12,2,11,,False,False,False,True,workday
2025-11-13,3,11,,False,False,False,True,workday
2025-11-14,4,11,,False,False,False,True,workday
2025-11-15,5,11,,False,False,True,False,weekend
2025-11-16,6,11,,False,False,True,False,weekend
2025-11-17,0,11,,False,False,False,True,workday
2025-11-18,1,11,,False,False,False,True,workday
2025-11-19,2,11,,False,False,False,True,workday
2025-11-20,3,11,,False,False,False,True,workday
2025-11-21,4,11,,False,False,False,True,workday
2025-11-22,5,11,,False,False,True,False,weekend
2025-11-23,6,11,,False,False,True,False,weekend
2025-11-24,0,11,,False,False,False,True,workday
2025-11-25,1,11,,False,False,False,True,workday
2025-11-26,2,11,,False,False,False,True,workday
2025-11-27,3,11,,False,False,False,True,workday
2025-11-28,4,11,,False,False,False,True,workday
2025-11-29,5,11,,False,False,True,False,weekend
2025-11-30,6,11,,False,False,True,False,weekend
2025-12-01,0,12,,False,False,False,True,workday
2025-12-02,1,12,,False,False,False,True,workday
2025-12-03,2,12,,False,False,False,True,workday
2025-12-04,3,12,,False,False,False,True,workday
2025-12-05,4,12,,False,False,False,True,workday
2025-12-06,5,12,,False,False,True,False,weekend
2025-12-07,6,12,,False,False,True,False,weekend
2025-12-08,0,12,,False,False,False,True,workday
2025-12-09,1,12,,False,False,False,True,workday
2025-12-10,2,12,,False,False,False,True,workday
2025-12-11,3,12,,False,False,False,True,workday
2025-12-12,4,12,,False,False,False,True,workday
2025-12-13,5,12,,False,False,True,False,weekend
2025-12-14,6,12,,False,False,True,False,weekend
2025-12-15,0,12,,False,False,False,True,workday
2025-12-16,1,12,,False,False,False,True,workday
2025-12-17,2,12,,False,False,False,True,workday
2025-12-18,3,12,,False,False,False,True,workday
2025-12-19,4,12,,False,False,False,True,workday
2025-12-20,5,12,,False,False,True,False,weekend
2025-12-21,6,12,,False,False,True,False,weekend
2025-12-22,0,12,,False,False,False,True,workday
2025-12-23,1,12,,False,False,False,True,workday
2025-12-24,2,12,,False,False,False,True,workday
2025-12-25,3,12,,False,False,False,True,workday
2025-12-26,4,12,,False,False,False,True,workday
2025-12-27,5,12,,False,False,True,False,weekend
2025-12-28,6,12,,False,False,True,False,weekend
2025-12-29,0,12,,False,False,False,True,workday
2025-12-30,1,12,,False,False,False,True,workday
2025-12-31,2,12,,False,False,False,True,workday
